experiment,processes,repetitions,stage,category,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_valid_repetitions,cache_miss_rate_percent,ipc,io_valid_repetitions,minor_faults_total,major_faults_total,logical_read_total_bytes,logical_write_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
core_cache,8,6,submesh_initialization,setup,0.00020775912506099998,0.00029431400003,1.4218143192900001,0.00024887712294299996,0,nan,nan,6,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,surface_refine,compute,0.07585404443745,0.08534567299990001,1.129176576415,0.07208538585405,0,nan,nan,6,25333.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,testout_io,io,0.0,0.0,0.0,0.0,0,nan,nan,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,vertex_count_allgather,communication,0.00022323537504600002,0.000254823000205,1.147358393485,0.00021583930800150001,0,nan,nan,6,94.5,0.0,0.0,0.0,0.0,0.0,8.0,8.0,32.0,256.0,4.0,32.0
core_cache,8,6,vertex_count_pre_collective_wait,synchronization,10.9135149823,20.801612654,1.9231465167350001,17.62933819965,0,nan,nan,6,204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,vertex_exchange,communication,0.00400014425003,0.006359952500135,1.53095318774,0.00536566643121,0,nan,nan,6,699.5,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1465090.0,1465090.0,346236.0,603086.0
core_cache,8,6,vertex_exchange_prepare,compute,8.329618748350001e-05,0.0002726634997995,3.32926701127,0.000230190405606,0,nan,nan,6,177.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,vertex_exchange_unpack,compute,0.002960589499935,0.00963689450009,3.2609347620399998,0.008121723362045,0,nan,nan,6,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,vertex_numbering_local,compute,0.07231332206245,0.08732667849995,1.2121754497450001,0.0740248554097,0,nan,nan,6,10572.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,volume_exchange_pack,compute,1.944169331685,2.3604653395,1.20708055041,1.97659468947,0,nan,nan,6,16182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,volume_exchange_unpack,compute,1.45722277875,1.9399494845,1.3346294846100002,1.63428508033,0,nan,nan,6,497039.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,volume_payload_exchange,communication,0.1015596909375,0.313088344,2.81897108198,0.26033597171,0,nan,nan,6,2072.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,31152120.0,31152120.0,6383640.0,6409080.0
core_cache,8,6,volume_payload_prepare,compute,0.0002998826250005,0.000421296000013,1.4047874305799999,0.0003502489037325,0,nan,nan,6,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,volume_refine,compute,7.19839086025,8.88333977,1.235173008905,7.512344984055,0,nan,nan,6,510316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,8,6,volume_size_exchange,communication,0.24430898693749997,0.5787923395,2.3403764005800003,0.482170383127,0,nan,nan,6,23.5,0.0,0.0,0.0,0.0,0.0,16.0,16.0,64.0,64.0,12.0,12.0
core_cache,16,6,adjacency_build,compute,0.003969908156295,0.00636050600019,1.5950396115749998,0.007752410541580001,6,2.586023176935,0.587186766202,6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,coarse_edge_mesh,setup,0.013786527406249999,0.0150882905,1.075034074095,0.0183638315654,6,2.688955816035,0.47439407705750003,6,8158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,coarse_local_size,setup,0.504461619469,0.5187709195000001,1.03052638824,0.630526506995,6,2.336454450355,0.7045184798174999,6,122605.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,coarse_mesh_save,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,coarse_surface_mesh,setup,8.74940130828,8.944826036,1.02138325787,10.84907470645,6,2.89085166878,0.8051075320325001,6,253793.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,coarse_volume_mesh,setup,15.11750543915,15.4348386675,1.021252921435,18.80427894935,6,2.3904694378849998,0.5945435763355,6,466947.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,element_count_allgather,communication,2.754499992365e-05,3.2500500083200006e-05,1.15376981054,3.935589833605e-05,6,2.585926457505,0.587236842287,6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,64.0,1024.0,4.0,64.0
core_cache,16,6,element_count_pre_collective_wait,synchronization,0.000297944250008,0.0005382965000535001,1.6507974240949999,0.000652781342144,6,2.58588569669,0.5872540772105,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,face_allgatherv,communication,0.06302629849995,0.06335534749999999,1.0045433137550002,0.07698492533915,6,2.2349419315650003,0.6073841069229999,6,15258.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,4859624.0,77753984.0,305624.0,4859624.0
core_cache,16,6,face_collective_setup,compute,0.0001272883437625,0.000184472499996,1.472435892265,0.0002237452586365,6,2.296164121415,0.596512778611,6,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,face_global_merge,compute,0.0844604921875,0.088320955,1.0457392643849999,0.10748858485900001,6,2.30869986454,0.5922171758495001,6,7171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,face_local_extract,compute,0.173198353219,0.182584262,1.055531345155,0.221364477221,6,2.3161496553800003,0.5926194234794999,6,11740.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,face_map_setup,compute,0.00801607034376,0.008433440500085002,1.05140449663,0.0102334796767,6,2.296228667765,0.5963791007735,6,3935.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,face_pre_collective_wait,synchronization,0.01297919584375,0.03285114300025,2.4288497593200002,0.039708589112700005,6,2.288660124425,0.5975019224114999,6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,final_count_exchange,communication,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,final_mesh_save,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,geometry_load,io,1.768237323375,1.796728453,1.017040609315,2.186671706515,6,1.7600200083750002,0.8715661947325,6,107312.5,0.0,16562881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,local_volume_mesh,compute,40.003414857850004,48.102952621,1.201826658425,58.3888166432,6,2.57478576067,0.5877351348115001,6,519544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,metis_partition,compute,0.132796050719,0.13744103349999998,1.03593590754,0.166728996101,6,2.398816196475,0.5958423617295,6,6955.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,part_face_create,compute,0.021439388312500002,0.0225239295003,1.052009289125,0.027297675450800002,6,2.2983306884,0.5954251134095,6,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,partition_result_io,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,quality_rank_io,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,quality_reduce,communication,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,quality_reduce_pre_collective_wait,synchronization,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,quality_summary_io,io,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,quality_surface_compute,postprocess,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_cache,16,6,quality_volume_compute,postprocess,0.0,0.0,0.0,0.0,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
